,cost,probabilities,shares,p_shares,payments,round_num
46,842.7719959975768,"{'Harvard': 0.48170621955828924, 'Yale': 0.5182937804417107}","{'Harvard': 696.6878252485575, 'Yale': 711.3293852419768}","{1: {'Harvard': 14.544923129499367, 'Yale': 16.851135038349973}, 2: {'Harvard': 19.033967295861054, 'Yale': 27.857093084600596}, 3: {'Harvard': 0.19364116125960576, 'Yale': 25.351889570169032}}","{1: {'Harvard': 14.614069131529504, 'Yale': 16.779181764679265}, 2: {'Harvard': 19.30273805925492, 'Yale': 27.586106964997043}, 3: {'Harvard': 0.9913641563721285, 'Yale': 24.608814365480953}}",46
47,855.578639344449,"{'Harvard': 0.4589895815294253, 'Yale': 0.5410104184705747}","{'Harvard': 699.8330858700144, 'Yale': 732.7152908405185}","{1: {'Harvard': 18.29016184794576, 'Yale': 20.67793329736726}, 2: {'Harvard': 11.537838430951465, 'Yale': 25.91895126240453}, 3: {'Harvard': 3.145260621456955, 'Yale': 21.38590559854172}}","{1: {'Harvard': 18.361700176920635, 'Yale': 20.612073040830865}, 2: {'Harvard': 11.981495089965733, 'Yale': 25.53361548760995}, 3: {'Harvard': 3.713337276630341, 'Yale': 20.901665341864486}}",47
48,863.1003916051808,"{'Harvard': 0.4578622035337845, 'Yale': 0.5421377964662156}","{'Harvard': 706.8629904484089, 'Yale': 740.6533770386393}","{1: {'Harvard': 1.342423554652956, 'Yale': 0.9578290537872055}, 2: {'Harvard': 0.8803411551811244, 'Yale': 7.247113650853197}, 3: {'Harvard': 7.029904578394536, 'Yale': 7.938086198120757}}","{1: {'Harvard': 1.331151619049706, 'Yale': 0.9674527962999946}, 2: {'Harvard': 1.0700314129178423, 'Yale': 7.090392028225438}, 3: {'Harvard': 7.056605781355756, 'Yale': 7.915432173400859}}",48
49,876.8342247701225,"{'Harvard': 0.4833607632638991, 'Yale': 0.516639236736101}","{'Harvard': 731.4358283170313, 'Yale': 744.7521349032264}","{1: {'Harvard': 25.546735953734494, 'Yale': 18.40776998309773}, 2: {'Harvard': 13.923040137312935, 'Yale': 11.69604641199455}, 3: {'Harvard': 24.572837868622425, 'Yale': 4.098757864587144}}","{1: {'Harvard': 25.347806534942265, 'Yale': 18.58248844008449}, 2: {'Harvard': 13.860241936267471, 'Yale': 11.74989815825677}, 3: {'Harvard': 24.020328023735715, 'Yale': 4.616579536950667}}",49
50,881.6925942344069,"{'Harvard': 0.4837668138206671, 'Yale': 0.5162331861793329}","{'Harvard': 736.4621386363789, 'Yale': 749.4532533581208}","{1: {'Harvard': 7.14288724831379, 'Yale': 1.4939855405488023}, 2: {'Harvard': 18.859631488784114, 'Yale': 8.809694880820313}, 3: {'Harvard': 5.026310319347495, 'Yale': 4.701118454894411}}","{1: {'Harvard': 7.002722180347632, 'Yale': 1.6290048094855365}, 2: {'Harvard': 18.61290961051509, 'Yale': 9.052516645663673}, 3: {'Harvard': 5.018136257788228, 'Yale': 4.708790570661904}}",50
51,886.0269972561181,"{'Harvard': 0.4830979469149768, 'Yale': 0.5169020530850232}","{'Harvard': 740.5198258072065, 'Yale': 754.0466222823475}","{1: {'Harvard': 9.862898636451142, 'Yale': 14.228800787893018}, 2: {'Harvard': 14.20672094640376, 'Yale': 26.363777915560814}, 3: {'Harvard': 4.05768717082762, 'Yale': 4.593368924226695}}","{1: {'Harvard': 9.97121756228944, 'Yale': 14.129280712557716}, 2: {'Harvard': 14.514160642843308, 'Yale': 26.091851495416677}, 3: {'Harvard': 4.070853763900459, 'Yale': 4.581043581589938}}",51
52,888.9993930619729,"{'Harvard': 0.4822761393194837, 'Yale': 0.5177238606805163}","{'Harvard': 743.1517078968849, 'Yale': 757.3367397912411}","{1: {'Harvard': 1.1860776879352801, 'Yale': 7.800184847142237}, 2: {'Harvard': 14.769480609180675, 'Yale': 8.660377339927429}, 3: {'Harvard': 2.6318820896783968, 'Yale': 3.290117508893686}}","{1: {'Harvard': 1.3478479403818255, 'Yale': 7.653568590187774}, 2: {'Harvard': 14.624629822589327, 'Yale': 8.800074845303811}, 3: {'Harvard': 2.647748585032218, 'Yale': 3.2753129334666937}}",52
53,907.7568197077164,"{'Harvard': 0.5000526366002688, 'Yale': 0.4999473633997313}","{'Harvard': 769.148437127668, 'Yale': 769.1063278472974}","{1: {'Harvard': 17.784901881937223, 'Yale': 9.040127739945031}, 2: {'Harvard': 19.486187307292425, 'Yale': 11.062274265311439}, 3: {'Harvard': 25.99672923078311, 'Yale': 11.769588056056195}}","{1: {'Harvard': 17.581510191557527, 'Yale': 9.238185116342947}, 2: {'Harvard': 19.29010589491554, 'Yale': 11.252914029484145}, 3: {'Harvard': 25.67018614189817, 'Yale': 12.096198325510613}}",53
54,911.63078390772,"{'Harvard': 0.49488830604387035, 'Yale': 0.5051116939561298}","{'Harvard': 770.9461466615635, 'Yale': 775.0356443053471}","{1: {'Harvard': 24.42200924203614, 'Yale': 3.2252838552073615}, 2: {'Harvard': 19.522995709750738, 'Yale': 15.495175902195006}, 3: {'Harvard': 1.7977095338955382, 'Yale': 5.929316458049668}}","{1: {'Harvard': 24.00075205776716, 'Yale': 3.692696085046123}, 2: {'Harvard': 19.43954560435884, 'Yale': 15.58030532362568}, 3: {'Harvard': 1.885036787379022, 'Yale': 5.8437200764306}}",54
55,937.9393672851943,"{'Harvard': 0.5026304004511127, 'Yale': 0.49736959954888726}","{'Harvard': 800.3593334194371, 'Yale': 798.2549936451494}","{1: {'Harvard': 10.285888972065711, 'Yale': 12.32796561610359}, 2: {'Harvard': 2.4988646614997245, 'Yale': 25.363135802024786}, 3: {'Harvard': 29.413186757873614, 'Yale': 23.219349339802307}}","{1: {'Harvard': 10.328454161843865, 'Yale': 12.286659587999338}, 2: {'Harvard': 3.000609868413676, 'Yale': 24.923433842184068}, 3: {'Harvard': 29.286655051732055, 'Yale': 23.34719177684076}}",55
56,952.7736422637979,"{'Harvard': 0.5193110806999738, 'Yale': 0.4806889193000263}","{'Harvard': 821.7232041443602, 'Yale': 806.2666511591541}","{1: {'Harvard': 4.974407291591546, 'Yale': 13.97331632833189}, 2: {'Harvard': 21.685905382505386, 'Yale': 5.648622493449978}, 3: {'Harvard': 21.363870724923096, 'Yale': 8.011657514004732}}","{1: {'Harvard': 5.139600035654439, 'Yale': 13.8136218594193}, 2: {'Harvard': 21.409014362320022, 'Yale': 5.95130767660828}, 3: {'Harvard': 21.13183105721305, 'Yale': 8.261991324554515}}",56
57,969.0432718471827,"{'Harvard': 0.4960705543992252, 'Yale': 0.5039294456007748}","{'Harvard': 828.8358487270444, 'Yale': 831.979469927687}","{1: {'Harvard': 2.964211323622222, 'Yale': 4.898417608218564}, 2: {'Harvard': 9.61404360186743, 'Yale': 10.101196222848824}, 3: {'Harvard': 7.112644582684203, 'Yale': 25.712818768532888}}","{1: {'Harvard': 2.995626786079015, 'Yale': 4.864842785952192}, 2: {'Harvard': 9.621927818633594, 'Yale': 10.092709925004328}, 3: {'Harvard': 7.42749157938988, 'Yale': 25.402799984054013}}",57
58,994.92225267061,"{'Harvard': 0.5033865355023482, 'Yale': 0.49661346449765176}","{'Harvard': 857.6428639198992, 'Yale': 854.9335940887224}","{1: {'Harvard': 27.749467502647846, 'Yale': 19.370907233078448}, 2: {'Harvard': 4.939610051121805, 'Yale': 12.0363704718507}, 3: {'Harvard': 28.807015192854806, 'Yale': 22.954124161035395}}","{1: {'Harvard': 27.621347532577488, 'Yale': 19.50237165760973}, 2: {'Harvard': 5.052339976452231, 'Yale': 11.929182262013455}, 3: {'Harvard': 28.716961299573427, 'Yale': 23.04538710341808}}",58
59,1007.8569189175621,"{'Harvard': 0.47270472439600464, 'Yale': 0.5272952756039954}","{'Harvard': 858.00004956923, 'Yale': 879.8580005007998}","{1: {'Harvard': 14.3847394967122, 'Yale': 25.885491656982733}, 2: {'Harvard': 23.917902341088006, 'Yale': 22.770312314400723}, 3: {'Harvard': 0.35718564933072433, 'Yale': 24.924406412077406}}","{1: {'Harvard': 14.545000915193782, 'Yale': 25.732030336875596}, 2: {'Harvard': 23.90240388841528, 'Yale': 22.78610839045939}, 3: {'Harvard': 0.7108966722990999, 'Yale': 24.606840934242086}}",59
60,1021.8916739500308,"{'Harvard': 0.4725433370212376, 'Yale': 0.5274566629787625}","{'Harvard': 871.9665104118781, 'Yale': 893.9539594505588}","{1: {'Harvard': 17.157131402026533, 'Yale': 25.40452072607679}, 2: {'Harvard': 20.50161318397654, 'Yale': 4.3806797932450925}, 3: {'Harvard': 13.966460842648106, 'Yale': 14.095958949759083}}","{1: {'Harvard': 17.270931648647206, 'Yale': 25.30643436093419}, 2: {'Harvard': 20.292106866198424, 'Yale': 4.584336662090209}, 3: {'Harvard': 13.968212169220124, 'Yale': 14.094387740953152}}",60
