,cost,round_num,shares_Harvard,shares_Yale,probability_Harvard,probability_Yale,purchase_agent2_Harvard,purchase_agent2_Yale,totalpurchase_agent2_Harvard,totalpurchase_agent2_Yale,belief_agent2_Harvard,belief_agent2_Yale,payment_agent2
0,200.0,0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,200.0,1,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
2,200.0,2,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
3,200.0,3,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
4,200.0,4,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
5,200.0,5,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
6,200.0,6,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
7,200.0,7,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
8,200.0,8,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,,,0.0
9,202.72205279218588,9,100.0,101.35188838506458,0.4932862440107187,0.5067137559892815,0.0,0.4506294616881967,0.0,0.0,0.00980392156862745,0.9901960784313726,0.9032895924938202
10,205.54473374353987,10,100.0,102.7349666586503,0.4865120997202047,0.5134879002797953,0.0,0.46102609119523136,0.0,0.4506294616881967,0.00980392156862745,0.9901960784313726,0.9366427493160927
11,208.4735640804439,11,100.0,104.15064285948692,0.4796771256878061,0.5203228743121939,0.0,0.47189206694553804,0.0,0.911655552883428,0.00980392156862745,0.9901960784313726,0.9718231365110626
12,211.51448785082812,12,100.0,105.60042038307809,0.472780853056863,0.5272191469431371,0.0,0.48325917453038447,0.0,1.383547619828966,0.00980392156862745,0.9901960784313726,1.0089704681993794
13,212.20588491550618,13,100.0,105.92727926058812,0.47124046554984517,0.5287595344501549,0.0,0.1089529591700079,0.0,1.8668067943593505,0.1697806522259864,0.8302193477740136,0.23022827327983464
14,212.58628162338172,14,100.0,106.10668292967307,0.4703972393531968,0.5296027606468032,0.0,0.059801223028318154,0.0,1.9757597535293583,0.41493181260751505,0.5850681873924849,0.12672737889971586
15,212.88129039348078,15,100.14739575750286,106.10668292967307,0.4711311575795034,0.5288688424204965,0.04913191916762328,0.0,0.0,2.0355609765576763,0.47667778230191576,0.5233222176980842,0.09828797779007914
16,213.20718929643735,16,100.30997341892561,106.10668292967307,0.4719395626624724,0.5280604373375276,0.0541925538075754,0.0,0.04913191916762328,2.0355609765576763,0.5145059356720562,0.4854940643279439,0.10857423099440666
17,213.55856841003958,17,100.48496742630601,106.10668292967307,0.47280840819642345,0.5271915918035764,0.05833133579346588,0.0,0.10332447297519867,2.0355609765576763,0.5397899745672328,0.4602100254327672,0.1170583203060005
18,213.93216279951477,18,100.67069145294127,106.10668292967307,0.4737290543409722,0.5262709456590279,0.06190800887841438,0.0,0.16165580876866456,2.0355609765576763,0.5576643704459922,0.44233562955400785,0.12445481112706602
19,214.32592008560127,19,100.86606885480347,106.10668292967307,0.4746959136887641,0.5253040863112359,0.06512580062073524,0.0,0.22356381764707894,2.0355609765576763,0.5707879977603196,0.4292120022396803,0.13116760129733507
20,214.70318284023327,20,101.05290753701821,106.10668292967307,0.4756189445632932,0.5243810554367067,0.0622795607382515,0.0,0.2886896182678142,2.0355609765576763,0.5365710649151876,0.4634289350848124,0.12567667667028104
21,215.08859418199188,21,101.2434257414328,106.10668292967307,0.4765585685677055,0.5234414314322946,0.06350606813819579,0.0,0.3509691790060657,2.0355609765576763,0.533762274998553,0.46623772500144695,0.12838978683910796
22,215.50980330240125,22,101.45123048983662,106.10668292967307,0.477581623210886,0.5224183767891142,0.06926824946794337,0.0,0.41447524714426154,2.0355609765576763,0.5639952470692431,0.43600475293075697,0.14030707832881717
23,215.94696511228005,23,101.66645636044287,106.10668292967307,0.4786392040062092,0.5213607959937909,0.07174195686875563,0.0,0.4837434966122049,2.0355609765576763,0.56822322687417,0.43177677312583007,0.1456176651254566
24,216.4597176413428,24,101.9183182837909,106.10668292967307,0.47987421008315,0.52012578991685,0.08395397444933772,0.0,0.5554854534809606,2.0355609765576763,0.6305561442470856,0.3694438557529144,0.1707765442910727
25,217.00064796163073,25,102.18334812397222,106.10668292967307,0.48117075833207257,0.5188292416679273,0.08834328006043878,0.0,0.6394394279302983,2.0355609765576763,0.6411815599754925,0.3588184400245074,0.18015401605998704
26,217.56892438521396,26,102.46103784455447,106.10668292967307,0.4825259078633698,0.5174740921366302,0.09256324019407555,0.0,0.7277827079907371,2.0355609765576763,0.6493492541596526,0.3506507458403474,0.1892541154589935
27,218.1642543693879,27,102.75114244912616,106.10668292967307,0.48393799915198443,0.5160620008480156,0.09670153485722778,0.0,0.8203459481848127,2.0355609765576763,0.6557287009767431,0.34427129902325704,0.19825630432109165
28,218.69032522314882,28,103.00681705584688,106.10668292967307,0.48517941290498284,0.5148205870950172,0.08522486890690327,0.0,0.9170474830420404,2.0355609765576763,0.5818844547061028,0.41811554529389705,0.1752116856880832
29,219.2286647024516,29,103.26779898839224,106.10668292967307,0.48644361002613584,0.5135563899738641,0.08699397751512365,0.0,1.0022723519489436,2.0355609765576763,0.5765933633523173,0.4234066366476827,0.1792951340584068
30,219.78116696909242,30,103.53496286072192,106.10668292967307,0.48773462632849424,0.5122653736715058,0.08905462410989734,0.0,1.0892663294640672,2.0355609765576763,0.5722025973139474,0.4277974026860527,0.18400880769209493
