,outcomes,agents_list,mechanism,i_shares,liquidity,num_rounds,cost,probability_Harvard,probability_Yale,shares_Harvard,shares_Yale,agent_payoffs
0,"['Harvard', 'Yale']","[""Nerd1(2, 'second', 1000)"", ""Nerd1(2, 'second', 1000)"", ""Nerd1(2, 'second', 1000)""]",quadratic,"{'Harvard': 100.0, 'Yale': 100.0}",100.0,60.0,291.3316077764444,0.5008387222119547,0.49916127778804537,120.79327389333761,120.59081955013642,{2: 0}
