,cost,round_num,shares_Harvard,shares_Yale,probability_Harvard,probability_Yale,purchase_agent1_Harvard,purchase_agent1_Yale,purchase_agent2_Harvard,purchase_agent2_Yale,purchase_agent3_Harvard,purchase_agent3_Yale,totalpurchase_agent1_Harvard,totalpurchase_agent1_Yale,totalpurchase_agent2_Harvard,totalpurchase_agent2_Yale,totalpurchase_agent3_Harvard,totalpurchase_agent3_Yale,belief_agent1_Harvard,belief_agent1_Yale,belief_agent2_Harvard,belief_agent2_Yale,belief_agent3_Harvard,belief_agent3_Yale,payment_agent1,payment_agent2,payment_agent3
0,169.31471805599452,0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,169.31471805599452,1,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2,169.31471805599452,2,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
3,169.31471805599452,3,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
4,169.63618004286928,4,100.0,100.64189390605135,0.4983952707448098,0.5016047292551901,0.0,0.11067136311230191,0.0,0.4205511798267472,0.0,0.11067136311230191,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.0,1.0,0.055350991743665645,0.21049666886904106,0.055350991743665645
5,170.01377493040093,5,100.0,101.3932608485835,0.49651690422253564,0.5034830957774643,0.0,0.11270504137982064,0.0,0.5259568597724963,0.0,0.11270504137982064,0.0,0.11067136311230191,0.0,0.4205511798267472,0.0,0.11067136311230191,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.0,1.0,0.05654925961641766,0.2641682306129667,0.05654925961641766
6,170.44828721860418,6,100.0,102.25443243033058,0.4943641576219426,0.5056358423780575,0.0,0.11482287756627767,0.0,0.6315258266145273,0.0,0.11482287756627767,0.0,0.22337640449212254,0.0,0.9465080395992436,0.0,0.22337640449212254,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.0,1.0,0.05782785738506391,0.3184610770032066,0.05782785738506391
7,170.94061399237484,7,100.0,103.22577887716255,0.4919362520327498,0.5080637479672503,0.0,0.11702969238939455,0.0,0.7372870620531856,0.0,0.11702969238939455,0.0,0.3381992820584002,0.0,1.578033866213771,0.0,0.3381992820584002,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.0,1.0,0.05919152477935086,0.3734781482720564,0.05919152477935086
8,171.491766965443,8,100.0,104.3077104813387,0.48923238880993336,0.5107676111900666,0.0,0.1193306916370757,0.0,0.8432702209020015,0.0,0.1193306916370757,0.0,0.45522897444779475,0.0,2.3153209282669565,0.0,0.45522897444779475,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.0,1.0,0.060645393463261144,0.42932363570241705,0.060645393463261144
9,171.78940065817366,9,100.0,104.88960067079498,0.48777843318931785,0.5122215668106821,0.0,0.06056529613093517,0.0,0.47240930982129437,0.0,0.04891558350404998,0.0,0.5745596660848704,0.0,3.158591149168958,0.0,0.5745596660848704,0.19240196078431374,0.8075980392156863,0.19240196078431374,0.8075980392156863,0.3,0.7,0.03093937467320984,0.2415701987882244,0.024987485256588116
