,outcomes,agents_list,mechanism,i_shares,liquidity,num_rounds,cost,probability_Harvard,probability_Yale,shares_Harvard,shares_Yale,agent_payoffs
0,"['Harvard', 'Yale']","[""Nerd1(1, 'first', 1000)"", ""Nerd2(2, 'second', 1000)"", ""Superfan(3, 'third', 1000, 'Harvard')""]",logarithmic,"{'Harvard': 100.0, 'Yale': 100.0}",100.0,60.0,262.27597742070105,0.24790296706364617,0.7520970329363539,122.8041902986834,233.7869844010696,"{1: 1002.7199997603944, 2: 1035.5875976080204, 3: 1002.694634957123}"
