,cost,round_num,shares_Harvard,shares_Yale,probability_Harvard,probability_Yale,purchase_agent1_Harvard,purchase_agent1_Yale,purchase_agent2_Harvard,purchase_agent2_Yale,totalpurchase_agent1_Harvard,totalpurchase_agent1_Yale,totalpurchase_agent2_Harvard,totalpurchase_agent2_Yale,belief_agent1_Harvard,belief_agent1_Yale,belief_agent2_Harvard,belief_agent2_Yale,payment_agent1,payment_agent2
0,238.6294361119891,0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,238.6294361119891,1,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2,238.6294361119891,2,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
3,238.6294361119891,3,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
4,238.6294361119891,4,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
5,238.6294361119891,5,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
6,238.6294361119891,6,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
7,238.6294361119891,7,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
8,238.6294361119891,8,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
9,239.12150877051218,9,100.0,100.98293761032943,0.4987713304602105,0.5012286695397895,0.0,0.11169745571925402,0.0,0.8712401546101812,0.0,0.0,0.0,0.0,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.05585652556050036,0.436094489059343
10,239.66476615354443,10,100.0,102.06532813143906,0.4974183627777039,0.5025816372222962,0.0,0.11393584432732987,0.0,0.9684546767823039,0.0,0.11169745571925402,0.0,0.8712401546101812,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.05711602497257218,0.4860034330038445
11,240.2597245985144,11,100.0,103.24739514878623,0.4959408452430461,0.504059154756954,0.0,0.1162688869521797,0.0,1.0657981303949806,0.0,0.22563330004658388,0.0,1.8396948313924852,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.058443056362420975,0.5363604965784248
12,240.90694860204178,12,100.0,104.52938140817817,0.4943385152107004,0.5056614847892995,0.0,0.1187024314251803,0.0,1.1632838279667672,0.0,0.34190218699876357,0.0,2.905492961787466,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.9901960784313726,0.05984185307411849,0.5872095611123882
13,241.15927405258137,13,100.0,105.02807479322621,0.4937152375225838,0.5062847624774163,0.0,0.05816077834199317,0.0,0.44053260670604855,0.0,0.46060461842394385,0.0,4.068776789754233,0.1697806522259864,0.8302193477740136,0.30392156862745096,0.696078431372549,0.029411779432109597,0.22288164853233638
14,241.35520705630591,14,100.36291101599943,105.06104097557912,0.4941276075854208,0.5058723924145793,0.0,0.032966182352904314,0.3629110159994308,0.0,0.0,0.518765396765937,0.0,4.5093093964602815,0.41493181260751505,0.5850681873924849,0.5865051903114187,0.4134948096885813,0.016690954925309143,0.17925700132639122
15,241.5618405193058,15,100.75198916368204,105.08930472885812,0.4945785680202791,0.5054214319797209,0.0,0.028263753279008454,0.3890781476826172,0.0,0.0,0.5517315791188413,0.3629110159994308,4.5093093964602815,0.47667778230191576,0.5233222176980842,0.5865051903114187,0.4134948096885813,0.014298351695600786,0.19234885556087988
16,241.78127050467256,16,101.19541134877905,105.08930472885812,0.4951327870211331,0.5048672129788668,0.028129982951557216,0.0,0.4152922021454583,0.0,0.0,0.5799953323978497,0.751989163682048,4.5093093964602815,0.5145059356720562,0.4854940643279439,0.5865051903114187,0.4134948096885813,0.013912981188695994,0.20550240302193856
17,242.01543904189413,17,101.668070252662,105.08930472885812,0.4957235611856107,0.5042764388143893,0.03110007995746679,0.0,0.4415588239254857,0.0,0.028129982951557216,0.5799953323978497,1.1672813658275063,4.5093093964602815,0.5397899745672328,0.4602100254327672,0.5865051903114187,0.4134948096885813,0.015399273718315953,0.21875209929677908
18,242.26415868014058,18,102.16948380932847,105.08930472885812,0.4963502886734447,0.5036497113265553,0.03352943146893164,0.0,0.46788412519752315,0.0,0.05923006290902401,0.5799953323978497,1.608840189752992,4.5093093964602815,0.5576643704459922,0.44233562955400785,0.5865051903114187,0.4134948096885813,0.016622031760533673,0.2320779978593066
19,242.52735007269072,19,102.69938358115837,105.08930472885812,0.4970126341132214,0.5029873658867786,0.035628278027519576,0.0,0.4942714938023868,0.0,0.09275949437795565,0.5799953323978497,2.076724314950515,4.5093093964602815,0.5707879977603196,0.4292120022396803,0.5865051903114187,0.4134948096885813,0.017684899400848053,0.24548448156903646
20,242.7448445834921,20,103.13674662915776,105.08930472885812,0.4975593217608533,0.5024406782391466,0.033150797878231594,0.0,0.40421225012115125,0.0,0.12838777240547522,0.5799953323978497,2.570995808752902,4.5093093964602815,0.5365710649151876,0.4634289350848124,0.5,0.5,0.016477052211740784,0.20100070913633772
