,outcomes,agents_list,mechanism,i_shares,liquidity,num_rounds,cost,probability_Harvard,probability_Yale,shares_Harvard,shares_Yale,agent_payoffs
0,"['Harvard', 'Yale']","[""Nerd3(1, 'first', 1000)"", ""Nerd4(2, 'second', 1000)"", ""Superfan(3, 'third', 1000, 'Harvard')""]",logarithmic,"{'Harvard': 100.0, 'Yale': 100.0}",100.0,60.0,218.0245335816047,0.3938802205659564,0.6061197794340436,124.85369111959794,167.9567679203639,"{1: 1001.4572220025956, 2: 1016.437052981235, 3: 1001.4572220025956}"
