time_remaining,Harvard,Yale
54.3,0,7
40.65,3,7
34.333333333333336,3,14
30.65,6,14
20.9,6,21
15.45,9,21
14.266666666666667,16,21
9.933333333333334,18,21
7.35,21,21
2.966666666666667,28,21
