time_remaining,Harvard,Yale
56.05,7,0
46.3,10,0
44.86666666666667,10,7
39.3,13,7
37.266666666666666,13,14
33.75,20,14
30.033333333333335,23,14
21.78333333333333,30,14
18.96666666666667,30,22
12.483333333333333,30,30
9.333333333333334,33,30
5.133333333333334,33,37
