time_remaining,Harvard,Yale
39.86666666666667,3,0
33.31666666666666,6,0
30.15,13,0
27.816666666666666,13,7
18.6,19,7
16.4,19,14
15.866666666666667,19,22
11.35,26,22
7.133333333333334,26,29
3.0,29,29
1.4,32,29
