time_remaining,Harvard,Yale
55.15,0,7
50.96666666666667,7,7
49.333333333333336,7,10
39.3,7,17
36.3,7,24
30.1,7,27
25.016666666666666,7,33
12.966666666666667,7,40
7.95,7,47
3.5,14,47
