time_remaining,Harvard,Yale
49.28333333333333,7,0
43.28333333333333,10,0
32.53333333333333,10,3
30.45,13,3
30.116666666666667,13,10
23.433333333333334,20,10
12.35,23,10
9.566666666666666,31,10
5.116666666666666,38,10
0.5333333333333333,38,17
