time_remaining,Harvard,Yale
56.083333333333336,0,7
51.166666666666664,3,7
46.86666666666667,3,14
42.916666666666664,3,21
36.25,3,28
31.883333333333333,3,35
28.65,3,42
22.6,3,49
21.666666666666668,3,56
19.21666666666667,3,63
8.466666666666667,10,63
