time_remaining,Harvard,Yale
51.55,0,7
48.983333333333334,3,7
44.88333333333333,3,14
35.78333333333333,9,14
31.883333333333333,9,21
24.483333333333334,16,21
4.75,16,23
2.2,16,30
1.2,23,30
